Open,Close,High,Low,Volume,Date
153.08,152.2,154.89,151.83,704,249.00,12/28/21
154.51,153.37,154.51,152.9,679,982.00,12/27/21
154.14,154.69,155.16,152.89,745,732.00,12/23/21
153.46,153.76,153.88,151.76,408,671.00,12/22/21
153.32,153.95,154.19,151.57,576,184.00,12/21/21
154.78,153.01,155,152.09,739,319.00,12/20/21
149.78,154.46,154.86,148.53,1,586,271.00,12/17/21
152.72,150.39,153.87,149.74,1,819,379.00,12/16/21
147.81,151.9,152.05,147.455,1,531,615.00,12/15/21
147.99,148.62,149.42,146.85,1,322,829.00,12/14/21
147.38,149.36,150.02,147.25,1,784,176.00,12/13/21
147.94,147.24,149.08,146.83,1,048,630.00,12/10/21
152.28,149.52,152.62,149.39,526,576.00,12/09/21
151.79,152.68,153.31,149.98,905,310.00,12/08/21
147.41,150.97,151.41,147.32,1,125,515.00,12/07/21
147,145.27,147.2,143.27,1,810,787.00,12/06/21
152.65,148.39,152.65,147.23,925,252.00,12/03/21
150.01,151.23,152.31,149.13,866,786.00,12/02/21
154.3,150.74,155.27,150.61,1,455,784.00,12/01/21
154.56,154.22,156.19,152.39,1,391,113.00,11/30/21
158.28,156.06,158.42,155.86,1,647,272.00,11/29/21
155.14,154.9,157.85,154.55,1,245,188.00,11/26/21
151.65,153.4,153.68,150.86,657,885.00,11/24/21
153.41,153.01,153.41,150.21,1,110,452.00,11/23/21
155.04,153.68,155.23,152.9,957,243.00,11/22/21
154.46,154.56,155.49,153.88,843,164.00,11/19/21
155.04,153.68,155.5,153.16,503,687.00,11/18/21
154,154.1,154.66,153.37,778,729.00,11/17/21
153.18,154.06,154.34,152.42,476,845.00,11/16/21
154.45,153.18,154.49,152.92,426,317.00,11/15/21
154,154,154.35,152.65,375,276.00,11/12/21
154,153.42,154.41,152.74,498,031.00,11/11/21
154.78,153.51,156.75,153.32,1,260,058.00,11/10/21
157.63,155.52,158.2,155.18,1,425,052.00,11/09/21
157.36,157.63,158.18,156.62,635,835.00,11/08/21
158.27,156.94,158.36,154.64,1,241,604.00,11/05/21
162.94,161.83,162.94,160.67,824,699.00,11/04/21
162.81,164.78,164.82,161.87,409,249.00,11/03/21
162,162.67,162.73,159.74,757,940.00,11/02/21
159.83,161.63,161.75,158.95,1,083,695.00,11/01/21
159.92,159.6,159.92,158.4,934,184.00,10/29/21
157.62,160.19,160.29,157.24,879,248.00,10/28/21
160.21,157.54,160.41,157.44,954,781.00,10/27/21
161.14,160.04,161.54,159.66,950,820.00,10/26/21
158.59,160.24,160.45,157.58,341,932.00,10/25/21
159.36,158.44,159.36,156.8,466,235.00,10/22/21
158.24,158.9,159.04,157.89,349,577.00,10/21/21
157.47,157.7,158.75,157.455,775,388.00,10/20/21
156.75,157.4,158.22,156.75,656,094.00,10/19/21
156.58,155.72,156.58,154.83,675,190.00,10/18/21
158.86,157.06,159.24,156.8,384,186.00,10/15/21
157.13,157.87,158.78,157.02,605,990.00,10/14/21
155.65,155.59,156.31,155.13,498,744.00,10/13/21
155.5,154.69,156.22,154.26,395,488.00,10/12/21
155.02,154.51,156.48,154.23,822,661.00,10/11/21
156.93,155.05,157.02,154.78,528,167.00,10/08/21
155.01,156.23,157.57,154.18,771,553.00,10/07/21
154.62,153.92,155.35,153.38,1,534,066.00,10/06/21
156.05,155.79,157.77,155.76,924,545.00,10/05/21
157.18,155.68,157.39,154.97,1,500,898.00,10/04/21
160.16,158.93,160.16,155.08,1,971,172.00,10/01/21
162.6,161.68,163.63,161.6,1,467,379.00,09/30/21
163.7,161.41,164.13,161.16,1,062,545.00,09/29/21
165.45,162.13,165.45,161.9,1,192,772.00,09/28/21
169.78,167.51,170.37,167.06,645,692.00,09/27/21
172.92,170.49,173.05,170.27,766,144.00,09/24/21
172.09,173.92,174.44,171.86,912,622.00,09/23/21
171.89,171.6,172.64,170.18,484,569.00,09/22/21
170.73,171.56,172.56,170.38,447,392.00,09/21/21
170.12,169.91,172.19,168.38,891,756.00,09/20/21
172.94,173.61,173.74,170.75,1,373,638.00,09/17/21
171.35,172.51,172.93,170.28,899,323.00,09/16/21
170.51,171.8,172.19,169.95,720,145.00,09/15/21
170.67,169.93,172.4,169.63,1,001,478.00,09/14/21
174.13,170.32,174.13,169.7,1,072,389.00,09/13/21
175.29,173.23,175.29,172.79,566,591.00,09/10/21
173.56,173.88,175.6,173.56,1,188,966.00,09/09/21
175.1,173.76,175.36,172.84,701,355.00,09/08/21
175.18,175.44,175.78,173.85,1,045,043.00,09/07/21
175.75,175.81,175.97,174.35,560,403.00,09/03/21
174.79,176,176.02,174.34,688,424.00,09/02/21
173.13,174.06,174.6,172.4,818,096.00,09/01/21
172.69,172.28,173.59,171.33,859,505.00,08/31/21
171.86,171.99,173.57,171.13,804,430.00,08/30/21
171.75,171.81,173.58,170.44,1,131,772.00,08/27/21
172.51,171.41,173.68,170.8,749,470.00,08/26/21
171.13,172.6,172.83,170.35,867,747.00,08/25/21
171.39,171.45,171.84,170.11,609,275.00,08/24/21
169.17,171.93,172.23,168.89,921,786.00,08/23/21
165.08,167.16,167.78,164.45,827,218.00,08/20/21
165.97,164.62,167.29,164.27,790,003.00,08/19/21
171.01,168.34,171.26,168.2,784,374.00,08/18/21
165.32,170.56,170.56,165.23,1,145,635.00,08/17/21
168.68,167.4,168.68,164.79,1,401,898.00,08/16/21
170.42,169.4,170.56,168.89,887,370.00,08/13/21
168.87,169.24,169.83,167.19,1,074,723.00,08/12/21
173.11,167.85,173.14,166.36,2,049,050.00,08/11/21
176.5,173.02,177.36,172.41,1,576,733.00,08/10/21
172.12,176.21,176.8,172.08,2,446,543.00,08/09/21
173.44,172.12,173.48,170.24,922,506.00,08/06/21
172,174.85,174.87,170.75,1,523,490.00,08/05/21
168.85,172.15,173.64,168.6,1,672,796.00,08/04/21
166.19,169.4,169.4,165.33,726,443.00,08/03/21
167.2,165.85,167.43,165.52,1,064,505.00,08/02/21
165.78,165.78,166.84,165.13,914,583.00,07/30/21
167.82,165.8,167.82,165.42,794,567.00,07/29/21
163.34,166.81,167.45,162.9,1,088,642.00,07/28/21
163.32,162.25,163.48,159.85,946,423.00,07/27/21
166.36,163.57,166.85,163.17,630,000.00,07/26/21
165.99,166.72,166.72,164.34,1,437,235.00,07/23/21
165,165.27,165.98,164.29,501,968.00,07/22/21
163.67,164.84,164.88,161.42,899,376.00,07/21/21
162.2,164.08,165.12,161.92,1,926,757.00,07/20/21
159.31,161.78,162.63,158.5,1,627,120.00,07/19/21
160.2,160.68,161.81,159.59,1,573,456.00,07/16/21
158.58,159.25,159.5,157.18,1,884,525.00,07/15/21
161.24,158.89,161.24,158.53,715,054.00,07/14/21
162,160.94,162.35,160.69,317,261.00,07/13/21
163.54,162.54,163.97,162.14,425,303.00,07/12/21
161.99,163.15,163.59,160.95,1,106,750.00,07/09/21
158.68,161.75,162.2,158.6,820,165.00,07/08/21
163.27,161.43,163.27,160.06,685,696.00,07/07/21
163.99,162.86,164.01,161.84,890,325.00,07/06/21
165.31,164.74,165.34,163.43,973,542.00,07/02/21
164.05,165.11,165.17,162.92,1,057,969.00,07/01/21
163.51,163.65,164.79,162.48,808,482.00,06/30/21
163.34,163.6,164.34,162.42,704,857.00,06/29/21
164.52,163.37,164.98,163.05,647,189.00,06/28/21
162.05,163.13,163.13,161.93,1,120,642.00,06/25/21
161,161.77,162.85,160.87,998,472.00,06/24/21
160.82,160.5,161.84,159.395,890,676.00,06/23/21
160.34,160.91,161.08,159.39,922,531.00,06/22/21
159.03,160.2,160.92,158.08,1,297,898.00,06/21/21
157.79,158.77,158.83,156.78,1,086,777.00,06/18/21
157.79,159.06,159.83,157.38,972,686.00,06/17/21
159.35,158.29,160.5,156.17,1,034,453.00,06/16/21
161.71,159.44,161.74,158.9,2,305,753.00,06/15/21
